Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age,Neighborhood Interaction,overall SF Interaction
803,90,14684,2,7,1990,1991,HdBoard,HdBoard,4,CBlock,4,3,2158.0,4,1,2196,4,7,Typ,1,2,3.0,701.0,3,3,6,2009,271900,2.0,5055.0,19,10110.0,35385.0
1595,69,2665,0,5,1976,1976,CemntBd,CmentBd,3,PConc,4,3,264.0,3,1,1304,3,4,Typ,1,3,1.0,336.0,3,3,6,2008,115000,1.5,1904.0,32,0.0,9520.0
1319,50,5250,0,8,1872,1987,MetalSd,MetalSd,3,BrkTil,3,2,684.0,2,0,2358,3,8,Typ,0,0,0.0,0.0,0,3,12,2008,122000,2.0,3042.0,136,0.0,24336.0
2231,70,18044,4,8,1986,1986,WdShing,Plywood,4,CBlock,4,3,279.0,4,1,2726,4,6,Typ,1,3,2.0,691.0,4,3,8,2007,315000,2.5,3696.0,21,14784.0,29568.0
2162,79,9245,4,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,939.0,5,1,1797,4,8,Typ,0,2,2.0,639.0,3,3,4,2007,213500,2.5,3375.0,1,13500.0,23625.0
2622,60,7200,0,5,1950,1950,Wd Sdng,Wd Sdng,3,CBlock,0,0,0.0,3,1,1040,3,5,Typ,0,1,2.0,625.0,3,3,6,2006,109500,1.0,1665.0,56,0.0,8325.0
1300,50,6000,0,5,1948,1950,VinylSd,VinylSd,3,CBlock,3,3,789.0,5,1,789,3,5,Typ,0,1,1.0,250.0,3,3,4,2008,115000,1.0,1828.0,60,0.0,9140.0
2505,34,3628,6,7,2004,2004,MetalSd,MetalSd,4,PConc,4,3,1143.0,5,1,1143,4,5,Typ,1,2,2.0,588.0,3,3,5,2006,176400,1.5,2874.0,2,17244.0,20118.0
582,69,9156,3,6,1968,1968,BrkFace,BrkFace,3,CBlock,3,3,1489.0,4,1,1489,4,7,Typ,1,2,2.0,462.0,3,3,8,2009,185750,2.0,3440.0,41,10320.0,20640.0
1458,73,9066,4,8,1999,2000,VinylSd,VinylSd,4,PConc,4,3,1004.0,5,1,1852,4,7,Typ,2,3,3.0,660.0,3,3,12,2008,230000,2.5,3516.0,9,14064.0,28128.0
281,64,6410,0,4,1958,1958,WdShing,Wd Shng,3,CBlock,3,3,960.0,5,1,960,3,5,Typ,0,0,0.0,0.0,0,3,5,2010,90000,1.0,1920.0,52,0.0,7680.0
1499,313,63887,0,10,2008,2008,Stucco,Stucco,5,PConc,5,3,6110.0,5,1,5642,5,12,Typ,3,3,2.0,1418.0,3,3,1,2008,160000,4.5,13170.0,0,0.0,131700.0
2298,54,7244,0,5,1970,1970,VinylSd,VinylSd,3,CBlock,4,3,768.0,5,1,768,3,5,Typ,0,1,2.0,624.0,3,3,4,2007,129500,2.0,2160.0,37,0.0,10800.0
2580,72,10152,0,6,1956,1994,Wd Sdng,Wd Sdng,3,CBlock,3,3,1124.0,5,1,1124,3,6,Typ,1,3,1.0,353.0,3,3,5,2006,153000,2.0,2601.0,50,0.0,15606.0
568,30,3000,6,6,2009,2009,VinylSd,VinylSd,4,PConc,4,3,612.0,5,1,1224,4,4,Typ,0,2,2.0,528.0,3,3,6,2009,173733,2.5,2364.0,0,14184.0,14184.0
1807,63,7500,2,6,2006,2007,VinylSd,VinylSd,3,PConc,4,3,1100.0,5,1,1100,3,6,Typ,0,0,0.0,0.0,0,3,6,2007,146000,1.5,2200.0,1,4400.0,13200.0
129,120,17360,0,6,1949,1950,MetalSd,MetalSd,3,CBlock,3,3,782.0,3,1,1556,3,6,Typ,1,1,2.0,470.0,3,3,1,2010,172500,2.0,2808.0,61,0.0,16848.0
2294,69,15957,0,6,1977,1977,HdBoard,Plywood,3,PConc,4,3,1244.0,3,1,1356,3,6,Typ,1,3,2.0,528.0,3,3,9,2007,188000,4.0,3128.0,30,0.0,18768.0
1860,80,9600,4,6,1976,1976,MetalSd,MetalSd,3,CBlock,4,3,1262.0,5,1,1262,3,6,Typ,1,2,2.0,460.0,3,3,5,2007,181500,2.0,2984.0,31,11936.0,17904.0
839,43,10667,4,7,1996,1996,VinylSd,VinylSd,4,PConc,4,3,799.0,5,1,1661,4,6,Typ,1,2,2.0,550.0,3,3,4,2009,212000,3.5,3010.0,13,12040.0,21070.0
2349,81,10530,3,7,1978,1978,Plywood,Plywood,3,CBlock,3,3,945.0,3,1,1857,3,8,Typ,1,2,2.0,482.0,3,3,7,2006,188900,2.5,3284.0,28,9852.0,22988.0
1903,50,5000,0,3,1946,1950,WdShing,Wd Shng,2,CBlock,2,2,666.0,2,0,666,4,4,Typ,0,0,0.0,0.0,0,1,4,2007,64500,1.0,1332.0,61,0.0,3996.0
234,69,17082,4,6,1978,1992,VinylSd,VinylSd,3,PConc,4,3,1117.0,5,1,1981,4,8,Typ,1,3,2.0,522.0,3,3,5,2010,230000,3.5,3620.0,32,14480.0,21720.0
2172,74,16287,0,5,1925,1950,VinylSd,VinylSd,3,CBlock,3,3,901.0,3,1,1351,3,7,Typ,1,1,2.0,576.0,3,1,7,2007,122000,2.0,2828.0,82,0.0,14140.0
2588,65,11050,0,5,1956,1956,Wd Sdng,Wd Sdng,3,CBlock,3,3,1005.0,5,1,1005,3,6,Typ,1,1,1.0,319.0,3,3,7,2006,133500,1.0,2329.0,50,0.0,11645.0
1289,60,10440,0,6,1920,1950,BrkFace,Wd Sdng,4,BrkTil,4,3,1510.0,5,1,2792,3,8,Mod,2,1,2.0,520.0,2,3,6,2008,256000,2.0,4822.0,88,0.0,28932.0
1596,41,2665,0,5,1976,1976,CemntBd,CmentBd,3,PConc,4,3,550.0,3,1,1475,3,6,Typ,1,1,1.0,336.0,3,3,5,2008,129500,2.0,2361.0,32,0.0,11805.0
264,80,10389,4,8,2003,2003,CemntBd,CmentBd,4,PConc,4,3,1978.0,5,1,1978,4,8,Typ,1,2,3.0,850.0,3,3,5,2010,318000,3.5,4806.0,7,19224.0,38448.0
451,70,9658,10,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1598.0,4,1,1606,4,6,Typ,1,2,3.0,871.0,3,3,7,2009,255900,2.0,4075.0,3,40750.0,32600.0
536,63,7500,2,6,2004,2004,VinylSd,VinylSd,3,PConc,4,3,1158.0,5,1,1158,4,5,Typ,0,0,0.0,0.0,0,3,8,2009,143500,1.5,2316.0,5,4632.0,13896.0
43,79,14122,10,8,2005,2006,CemntBd,CmentBd,4,PConc,5,3,1822.0,5,1,1822,5,8,Typ,1,2,3.0,678.0,3,3,2,2010,259000,2.0,4322.0,5,43220.0,34576.0
2223,69,21000,4,6,1953,1953,Wd Sdng,Wd Sdng,3,CBlock,4,3,1809.0,3,1,2259,4,7,Typ,2,1,2.0,450.0,3,3,10,2007,217000,3.0,4518.0,54,18072.0,27108.0
2009,70,8737,0,6,1923,1950,BrkFace,Wd Sdng,3,BrkTil,4,3,1065.0,5,1,1635,3,6,Typ,1,1,2.0,440.0,3,3,5,2007,210000,1.5,3140.0,84,0.0,18840.0
394,69,8750,0,5,1970,1970,MetalSd,MetalSd,3,CBlock,3,3,1002.0,3,1,1002,3,5,Typ,0,1,2.0,902.0,3,3,8,2009,148500,2.0,2906.0,39,0.0,14530.0
1738,73,8499,2,6,2006,2007,VinylSd,VinylSd,3,PConc,4,3,616.0,5,1,1412,4,6,Typ,1,3,2.0,432.0,3,3,3,2007,156932,2.5,2460.0,1,4920.0,14760.0
1196,72,11072,0,5,1965,1965,HdBoard,HdBoard,3,CBlock,3,3,1728.0,3,1,1728,3,10,Typ,0,1,2.0,576.0,3,3,11,2008,145000,2.0,4032.0,43,0.0,20160.0
828,64,6762,4,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1282.0,5,1,1290,4,6,Typ,1,2,2.0,662.0,3,3,5,2009,200000,3.0,3234.0,2,12936.0,22638.0
1694,105,15431,10,10,2005,2006,VinylSd,VinylSd,5,PConc,5,3,1994.0,5,1,2046,5,7,Typ,2,3,3.0,878.0,3,3,8,2007,450000,3.5,4918.0,2,49180.0,49180.0
571,34,3230,6,6,1999,1999,MetalSd,MetalSd,3,PConc,4,3,729.0,4,1,1471,3,6,Typ,0,1,2.0,440.0,3,3,3,2009,172500,2.5,2640.0,10,15840.0,15840.0
1192,90,10800,3,6,1974,1997,HdBoard,HdBoard,3,CBlock,3,3,1522.0,3,1,2614,3,9,Typ,1,2,2.0,624.0,3,3,6,2008,240000,2.5,4760.0,34,14280.0,28560.0
1806,102,11143,6,8,2004,2005,CemntBd,CmentBd,4,PConc,4,3,1580.0,5,1,2466,4,8,Typ,1,2,2.0,610.0,3,3,12,2007,340000,3.0,4656.0,3,27936.0,37248.0
962,73,8925,5,8,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1466.0,5,1,1466,4,7,Typ,0,3,3.0,610.0,3,3,7,2009,201000,2.0,3542.0,2,17710.0,28336.0
2142,120,10356,4,5,1975,1975,HdBoard,HdBoard,3,CBlock,3,3,969.0,3,1,969,3,5,Typ,0,1,2.0,440.0,3,3,1,2007,122000,1.5,2378.0,32,9512.0,11890.0
1648,93,12299,3,7,1978,1985,Plywood,Plywood,3,CBlock,4,3,1529.0,3,1,1664,4,7,Typ,1,3,2.0,663.0,3,3,9,2007,213000,3.0,3856.0,29,11568.0,26992.0
618,90,9900,0,6,1967,1967,BrkComm,Brk Cmn,4,CBlock,3,3,1680.0,3,1,1691,3,5,Typ,0,1,2.0,550.0,4,3,4,2009,175000,2.0,3921.0,42,0.0,23526.0
2108,64,6762,4,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1208.0,5,1,1208,4,6,Typ,0,2,2.0,628.0,3,3,9,2007,195400,3.0,3044.0,0,12176.0,21308.0
772,75,11625,0,5,1967,1967,HdBoard,HdBoard,3,CBlock,3,3,1052.0,3,1,1052,3,6,Typ,1,3,1.0,668.0,3,3,4,2009,113500,1.5,2772.0,42,0.0,13860.0
2672,65,6435,0,6,1939,1950,MetalSd,MetalSd,3,BrkTil,3,3,972.0,4,1,1577,2,6,Typ,1,1,1.0,312.0,3,3,10,2006,140200,1.0,2861.0,67,0.0,17166.0
2492,65,8450,0,5,1968,1968,Plywood,Plywood,3,CBlock,3,3,882.0,3,1,909,3,5,Typ,0,1,1.0,294.0,3,3,11,2006,116000,1.0,2085.0,38,0.0,10425.0
2903,88,11577,5,9,2005,2006,VinylSd,VinylSd,5,PConc,4,3,1838.0,5,1,1838,5,9,Typ,1,3,3.0,682.0,3,3,9,2006,359900,3.0,4358.0,1,21790.0,39222.0
2783,50,8340,4,6,1977,1977,HdBoard,Plywood,3,CBlock,4,3,675.0,3,1,1388,3,6,Typ,0,1,1.0,317.0,3,3,12,2006,157500,1.5,2380.0,29,9520.0,14280.0
786,69,10708,4,5,1955,1993,Wd Sdng,Wd Sdng,4,CBlock,3,3,1617.0,5,1,1867,3,7,Typ,3,3,1.0,303.0,3,3,11,2009,190000,2.0,3787.0,54,15148.0,18935.0
740,60,6911,0,5,1924,1950,Wd Sdng,Wd Sdng,3,PConc,3,3,1145.0,3,1,1301,2,5,Min1,0,1,2.0,440.0,3,3,10,2009,100000,1.0,2886.0,85,0.0,14430.0
2546,80,8800,0,6,1964,1964,HdBoard,HdBoard,3,CBlock,3,3,1251.0,3,1,1251,3,6,Typ,2,2,1.0,461.0,3,3,3,2006,160000,2.0,2963.0,42,0.0,17778.0
851,65,10739,4,7,2002,2001,VinylSd,VinylSd,4,PConc,4,3,1431.0,5,1,1444,4,6,Typ,0,2,2.0,577.0,3,3,4,2009,203000,3.0,3452.0,7,13808.0,24164.0
1833,69,9572,8,8,1990,1990,Wd Sdng,Wd Sdng,4,PConc,5,3,1453.0,5,1,2810,4,9,Typ,1,2,2.0,750.0,4,3,6,2007,302000,2.5,5013.0,17,40104.0,40104.0
76,50,8012,2,6,1980,1980,Plywood,Plywood,3,CBlock,4,3,923.0,3,1,923,3,5,Typ,1,2,1.0,264.0,3,3,5,2010,143000,2.0,2110.0,30,4220.0,12660.0
2151,66,16226,4,8,1998,1999,VinylSd,VinylSd,4,PConc,4,3,1028.0,5,1,2452,4,9,Typ,1,3,2.0,683.0,3,3,5,2007,267000,2.5,4163.0,9,16652.0,33304.0
1880,69,10899,0,4,1964,1964,HdBoard,HdBoard,3,Slab,0,0,0.0,3,0,1224,3,8,Typ,0,1,3.0,530.0,3,3,4,2007,103000,2.0,1754.0,43,0.0,7016.0
2907,32,4500,0,6,1998,1998,VinylSd,VinylSd,3,PConc,5,4,1237.0,5,1,1337,3,5,Typ,0,3,2.0,405.0,3,3,3,2006,153500,3.0,2979.0,8,0.0,17874.0
1831,69,16647,0,5,1975,1981,HdBoard,HdBoard,3,CBlock,4,3,1390.0,3,1,1701,3,6,Min2,2,3,2.0,611.0,3,3,1,2007,171000,3.0,3702.0,32,0.0,18510.0
2836,62,8707,0,4,1924,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,1093.0,3,0,1669,3,9,Min2,0,1,1.0,288.0,2,3,5,2006,107000,1.5,3050.0,82,0.0,12200.0
1955,66,8300,0,6,1968,1968,Wd Sdng,Wd Sdng,3,CBlock,3,3,952.0,4,1,952,3,5,Typ,0,1,1.0,288.0,3,3,8,2007,128500,2.0,2192.0,39,0.0,13152.0
1926,72,9770,0,5,1957,1957,Wd Sdng,Wd Sdng,3,CBlock,3,3,922.0,3,1,922,3,5,Typ,0,1,1.0,308.0,3,3,4,2007,116000,2.0,2152.0,50,0.0,10760.0
2924,80,17400,0,5,1977,1977,BrkFace,BrkFace,3,CBlock,3,3,1126.0,2,1,1126,3,5,Typ,1,2,2.0,484.0,3,2,5,2006,160000,3.0,2736.0,29,0.0,13680.0
1003,39,5070,7,8,1992,1992,HdBoard,HdBoard,4,PConc,4,3,1280.0,5,1,1280,4,5,Typ,0,2,2.0,506.0,3,3,8,2008,180000,2.0,3066.0,16,21462.0,24528.0
1667,66,7920,0,5,1970,2002,HdBoard,HdBoard,3,CBlock,3,3,914.0,5,1,914,5,5,Typ,0,2,1.0,368.0,3,3,10,2007,133000,1.0,2196.0,37,0.0,10980.0
2905,78,7020,0,7,1997,1997,MetalSd,MetalSd,3,PConc,4,3,1288.0,4,1,1368,3,8,Typ,0,3,4.0,784.0,3,3,11,2006,215000,4.0,3440.0,9,0.0,24080.0
921,69,7500,4,6,1942,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,771.0,2,1,1494,4,7,Typ,2,1,1.0,213.0,3,2,11,2009,177500,1.0,2478.0,67,9912.0,14868.0
1780,76,10612,6,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1524.0,4,1,1534,4,7,Typ,1,3,2.0,484.0,3,3,1,2007,215000,2.0,3542.0,1,21252.0,28336.0
746,51,6120,0,5,1938,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,2,952.0,3,1,1582,3,6,Typ,1,1,1.0,250.0,2,3,2,2009,150000,2.0,2784.0,71,0.0,13920.0
254,90,12376,2,7,1990,1990,Plywood,Plywood,3,PConc,4,3,1673.0,4,1,3222,4,11,Typ,2,1,3.0,594.0,3,3,5,2010,320000,4.0,5489.0,20,10978.0,38423.0
606,100,10004,0,6,1964,1964,HdBoard,Plywood,3,CBlock,3,3,1516.0,3,1,1516,3,6,Typ,0,2,2.0,472.0,3,3,2,2009,167000,1.5,3504.0,45,0.0,21024.0
2703,55,8250,0,5,1935,1950,Wd Sdng,Wd Sdng,3,Slab,0,0,0.0,3,0,1032,3,6,Typ,1,1,1.0,260.0,3,3,6,2006,125000,1.0,1292.0,71,0.0,6460.0
1306,103,12205,0,3,1949,1992,MetalSd,MetalSd,3,BrkTil,2,2,448.0,4,1,1588,3,6,Maj2,0,0,0.0,0.0,0,1,12,2008,65000,2.0,2036.0,59,0.0,6108.0
2102,103,11175,4,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1316.0,5,1,1316,4,6,Typ,1,3,2.0,440.0,3,3,10,2007,200141,2.0,3072.0,0,12288.0,21504.0
1784,85,9965,6,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1528.0,5,1,1528,4,6,Typ,1,1,2.0,480.0,3,3,9,2007,235876,4.0,3536.0,0,21216.0,24752.0
941,50,8660,0,5,1900,1993,AsbShng,AsbShng,3,BrkTil,3,3,760.0,5,0,2168,4,11,Typ,0,1,2.0,576.0,3,3,12,2009,123000,2.0,3504.0,109,0.0,17520.0
2699,82,12375,0,5,1951,1951,HdBoard,HdBoard,3,CBlock,3,3,806.0,3,1,1422,3,7,Typ,1,1,1.0,288.0,3,3,6,2006,137500,2.0,2516.0,55,0.0,12580.0
2127,60,8070,4,4,1994,1995,VinylSd,VinylSd,3,PConc,4,3,990.0,5,1,990,3,5,Typ,0,0,0.0,0.0,0,3,8,2007,123600,2.0,1980.0,13,7920.0,7920.0
2607,84,8658,0,6,1965,1965,Wd Sdng,Wd Sdng,3,CBlock,3,3,1088.0,5,1,1324,3,6,Typ,1,2,2.0,440.0,3,3,12,2006,160000,2.0,2852.0,41,0.0,17112.0
1754,69,8063,2,6,2000,2000,VinylSd,VinylSd,3,PConc,4,3,924.0,5,1,1690,3,7,Typ,1,2,2.0,463.0,3,3,11,2007,181000,2.5,3077.0,7,6154.0,18462.0
1367,49,8235,0,5,1955,1995,MetalSd,MetalSd,3,CBlock,3,3,825.0,3,1,825,3,4,Typ,0,2,2.0,720.0,3,3,6,2008,125000,2.0,2370.0,53,0.0,11850.0
580,78,11700,3,6,1968,1968,MetalSd,MetalSd,3,CBlock,3,3,727.0,5,1,1556,3,8,Typ,0,1,2.0,441.0,3,3,5,2009,154000,1.5,2724.0,41,8172.0,16344.0
341,74,12961,0,6,1993,1994,VinylSd,VinylSd,4,PConc,4,3,1152.0,5,1,1797,4,7,Typ,1,3,2.0,616.0,3,3,3,2010,231000,3.5,3565.0,17,0.0,21390.0
26,65,8450,0,5,1968,1968,VinylSd,VinylSd,3,CBlock,3,3,1056.0,5,1,1056,3,6,Typ,1,1,1.0,304.0,3,3,7,2010,142000,2.0,2416.0,42,0.0,12080.0
2667,90,22950,0,10,1892,1993,Wd Sdng,Wd Sdng,4,BrkTil,3,3,1107.0,5,1,3608,5,12,Typ,2,1,3.0,840.0,5,3,6,2006,475000,2.5,5555.0,114,0.0,55550.0
2884,41,5748,4,8,2005,2006,CemntBd,CmentBd,4,PConc,5,3,1573.0,5,1,1778,5,5,Typ,1,3,2.0,495.0,3,3,2,2006,375000,4.0,3846.0,1,15384.0,30768.0
28,70,10500,0,4,1971,1971,HdBoard,HdBoard,3,CBlock,3,3,864.0,3,1,864,3,5,Typ,1,0,0.0,0.0,0,3,4,2010,115000,1.0,1728.0,39,0.0,6912.0
531,62,7500,6,7,2004,2005,VinylSd,VinylSd,4,PConc,4,3,1221.0,5,1,1221,4,6,Typ,0,2,2.0,400.0,3,3,10,2009,185000,3.0,2842.0,5,17052.0,19894.0
2189,62,10042,0,6,1920,1995,Wd Sdng,Wd Sdng,3,BrkTil,3,3,660.0,3,1,865,3,4,Typ,1,1,1.0,216.0,3,3,8,2007,108500,2.0,1741.0,87,0.0,10446.0
2508,24,2544,6,7,2005,2005,MetalSd,MetalSd,4,PConc,4,3,600.0,5,1,1223,4,4,Typ,0,2,2.0,480.0,3,3,7,2006,147400,2.5,2303.0,1,13818.0,16121.0
573,35,3768,6,7,1999,1999,MetalSd,MetalSd,4,PConc,4,3,691.0,5,1,1452,4,6,Typ,0,1,2.0,506.0,3,3,9,2009,156000,3.5,2649.0,10,15894.0,18543.0
1363,69,10320,0,5,1915,1978,HdBoard,HdBoard,3,BrkTil,3,2,880.0,4,1,1308,3,6,Typ,0,1,2.0,400.0,2,3,4,2008,120000,2.0,2588.0,93,0.0,12940.0
487,61,9734,2,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,384.0,5,1,1374,4,7,Typ,0,3,2.0,400.0,3,3,5,2009,167000,2.5,2158.0,5,4316.0,15106.0
1083,43,3182,2,7,2005,2006,VinylSd,VinylSd,4,PConc,4,4,1346.0,5,1,1504,4,7,Typ,1,3,2.0,437.0,3,3,5,2008,191000,2.0,3287.0,3,6574.0,23009.0
1620,56,8872,2,6,1997,1997,VinylSd,VinylSd,3,PConc,4,3,384.0,4,1,1384,3,7,Typ,1,3,2.0,390.0,3,3,3,2007,161500,2.5,2158.0,10,4316.0,12948.0
1929,70,12198,0,5,1955,1975,VinylSd,VinylSd,3,CBlock,3,3,1204.0,3,1,1411,3,7,Typ,1,2,1.0,310.0,3,3,6,2007,130000,1.0,2925.0,52,0.0,14625.0
1820,80,8480,0,5,1963,1963,HdBoard,HdBoard,3,CBlock,3,3,970.0,3,1,970,3,5,Typ,0,1,2.0,624.0,3,3,7,2007,132500,2.0,2564.0,44,0.0,12820.0
1398,69,10200,0,5,1970,1970,HdBoard,HdBoard,3,PConc,4,3,864.0,5,1,904,4,5,Typ,0,1,3.0,912.0,3,3,6,2008,144000,1.0,2680.0,38,0.0,13400.0
2177,69,9555,0,5,1979,1979,Plywood,Plywood,3,Slab,0,0,0.0,3,1,2233,3,11,Typ,0,3,2.0,579.0,3,3,2,2007,141000,2.5,2812.0,28,0.0,14060.0
2144,60,7200,4,4,1972,2006,Plywood,Plywood,3,CBlock,3,3,385.0,4,1,875,4,5,Typ,0,1,2.0,728.0,3,3,10,2007,117000,1.0,1988.0,35,7952.0,7952.0
2697,60,6780,0,6,1935,1982,Wd Sdng,Wd Sdng,3,CBlock,3,3,520.0,4,0,754,3,5,Typ,0,0,0.0,0.0,0,1,6,2006,84500,2.0,1274.0,71,0.0,7644.0
1403,69,53227,4,4,1954,1994,Plywood,Plywood,3,CBlock,4,3,1364.0,5,1,1663,4,6,Min1,2,3,2.0,529.0,3,3,3,2008,256000,2.0,3556.0,54,14224.0,14224.0
596,70,9100,0,5,1965,1965,VinylSd,VinylSd,3,CBlock,3,3,925.0,5,1,925,3,5,Typ,0,1,1.0,429.0,3,3,7,2009,117500,1.0,2279.0,44,0.0,11395.0
922,130,9600,4,5,1940,1950,MetalSd,MetalSd,4,BrkTil,3,2,728.0,5,1,1308,3,7,Min2,2,1,1.0,256.0,3,3,6,2009,160000,2.5,2292.0,69,9168.0,11460.0
2065,81,14175,0,5,1956,1998,BrkFace,BrkFace,3,CBlock,3,3,1240.0,4,1,1375,3,6,Typ,1,1,1.0,323.0,3,3,12,2007,187000,2.0,2938.0,51,0.0,14690.0
1710,110,14277,10,8,2003,2003,VinylSd,VinylSd,4,PConc,5,3,1317.0,5,1,2385,4,7,Typ,1,3,3.0,818.0,3,3,1,2007,350000,3.5,4520.0,4,45200.0,36160.0
1034,60,9000,0,5,1974,1974,VinylSd,VinylSd,3,CBlock,4,3,896.0,3,1,1792,3,8,Typ,0,1,2.0,480.0,3,3,6,2008,133000,3.0,3168.0,34,0.0,15840.0
1057,105,13693,10,8,2007,2007,VinylSd,VinylSd,4,PConc,5,3,2418.0,5,1,2464,5,9,Typ,1,3,3.0,650.0,3,3,8,2008,417500,3.5,5532.0,1,55320.0,44256.0
470,51,3635,2,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1386.0,5,1,1569,4,7,Typ,1,2,3.0,660.0,3,3,5,2009,175900,2.0,3615.0,2,7230.0,25305.0
819,84,10933,4,9,2009,2009,VinylSd,VinylSd,5,PConc,5,3,1555.0,5,1,1680,5,8,Typ,1,3,3.0,1138.0,3,3,7,2009,323262,2.5,4373.0,0,17492.0,39357.0
2160,65,8450,4,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,1337.0,5,1,1337,4,6,Typ,0,2,2.0,531.0,3,3,10,2007,185000,3.0,3205.0,4,12820.0,22435.0
2552,60,8550,0,6,1934,1950,MetalSd,MetalSd,3,CBlock,3,3,816.0,5,1,816,3,4,Typ,1,1,1.0,240.0,3,3,7,2006,129800,2.0,1872.0,72,0.0,11232.0
41,95,12182,10,7,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1541.0,5,1,1541,4,7,Typ,1,2,2.0,532.0,3,3,5,2010,220000,2.0,3614.0,5,36140.0,25298.0
742,51,6120,0,4,1935,1995,AsbShng,AsbShng,3,BrkTil,3,3,884.0,5,1,1573,4,6,Typ,0,1,1.0,240.0,3,3,7,2009,133000,1.0,2697.0,74,0.0,10788.0
686,60,10800,0,4,1949,1996,MetalSd,MetalSd,3,CBlock,3,3,832.0,3,1,1461,3,6,Typ,0,1,1.0,384.0,3,3,8,2009,133500,2.0,2677.0,60,0.0,10708.0
314,69,12760,0,6,1976,1976,Plywood,Plywood,3,CBlock,3,3,1958.0,3,1,2048,3,9,Typ,0,1,2.0,776.0,3,3,3,2010,170000,3.0,4782.0,34,0.0,28692.0
1630,69,7655,2,6,1993,1994,HdBoard,HdBoard,3,PConc,4,3,903.0,4,1,1642,3,7,Typ,1,2,2.0,392.0,3,3,7,2007,168000,2.5,2937.0,14,5874.0,17622.0
191,60,10560,0,6,1922,1994,Wd Sdng,Wd Sdng,3,CBlock,2,3,738.0,5,1,1470,3,6,Min1,0,1,2.0,624.0,3,3,6,2010,140750,1.5,2832.0,88,0.0,16992.0
1626,60,7500,2,6,1999,2003,VinylSd,VinylSd,3,PConc,4,3,938.0,5,1,2299,3,7,Typ,1,3,2.0,482.0,3,3,8,2007,204000,3.5,3719.0,8,7438.0,22314.0
59,69,9505,2,7,2001,2001,VinylSd,VinylSd,4,PConc,4,3,884.0,5,1,2035,4,8,Typ,1,3,2.0,434.0,3,3,5,2010,222500,2.5,3353.0,9,6706.0,23471.0
2632,69,10205,0,5,1962,1962,MetalSd,MetalSd,3,CBlock,3,3,925.0,3,1,999,3,6,Typ,0,1,1.0,300.0,3,3,5,2006,134500,2.0,2224.0,44,0.0,11120.0
1835,45,4379,6,8,2004,2004,MetalSd,MetalSd,4,PConc,4,3,1378.0,5,1,1378,4,6,Typ,1,3,2.0,540.0,3,3,7,2007,214000,3.0,3296.0,3,19776.0,26368.0
2675,65,7800,0,5,1939,1950,MetalSd,MetalSd,3,CBlock,4,3,793.0,3,1,1118,3,5,Typ,1,1,2.0,410.0,3,3,5,2006,119900,2.0,2321.0,67,0.0,11605.0
1503,92,12108,0,4,1955,1955,VinylSd,VinylSd,3,CBlock,3,3,1440.0,3,0,1440,2,8,Typ,0,0,0.0,0.0,0,3,9,2008,118000,2.0,2880.0,53,0.0,11520.0
1963,70,7000,0,5,1960,2002,Wd Sdng,Wd Sdng,3,CBlock,3,3,1010.0,5,1,1134,3,6,Typ,0,2,1.0,254.0,3,3,4,2007,135000,1.0,2398.0,47,0.0,11990.0
1352,64,13053,0,6,1923,2000,Wd Sdng,Wd Sdng,3,BrkTil,3,3,833.0,4,1,1848,4,8,Typ,1,1,2.0,370.0,3,1,6,2008,207000,1.5,3051.0,85,0.0,18306.0
1519,60,8400,0,6,1925,1950,MetalSd,MetalSd,3,PConc,3,3,1181.0,2,1,1694,3,7,Typ,1,1,2.0,576.0,3,3,6,2008,136500,2.0,3451.0,83,0.0,20706.0
1305,50,6000,0,4,1954,2000,MetalSd,MetalSd,3,CBlock,3,3,901.0,5,1,901,3,4,Typ,0,1,1.0,281.0,2,3,8,2008,107900,1.0,2083.0,54,0.0,8332.0
2014,69,6240,0,6,1938,1950,VinylSd,VinylSd,3,BrkTil,3,3,861.0,4,1,1409,3,6,Typ,1,1,2.0,528.0,3,3,3,2007,126000,2.5,2798.0,69,0.0,16788.0
