Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age
2492,65,8450,Sawyer,5,1968,1968,Plywood,Plywood,3,CBlock,3,3,882.0,3,1,909,3,5,Typ,0,,1,1.0,294.0,3,3,11,2006,116000,1.0,2085.0,38
2903,88,11577,Timber,9,2005,2006,VinylSd,VinylSd,5,PConc,4,3,1838.0,5,1,1838,5,9,Typ,1,,3,3.0,682.0,3,3,9,2006,359900,3.0,4358.0,1
2783,50,8340,CollgCr,6,1977,1977,HdBoard,Plywood,3,CBlock,4,3,675.0,3,1,1388,3,6,Typ,0,,1,1.0,317.0,3,3,12,2006,157500,1.5,2380.0,29
786,69,10708,ClearCr,5,1955,1993,Wd Sdng,Wd Sdng,4,CBlock,3,3,1617.0,5,1,1867,3,7,Typ,3,,3,1.0,303.0,3,3,11,2009,190000,2.0,3787.0,54
740,60,6911,BrkSide,5,1924,1950,Wd Sdng,Wd Sdng,3,PConc,3,3,1145.0,3,1,1301,2,5,Min1,0,,1,2.0,440.0,3,3,10,2009,100000,1.0,2886.0,85
2546,80,8800,NAmes,6,1964,1964,HdBoard,HdBoard,3,CBlock,3,3,1251.0,3,1,1251,3,6,Typ,2,,2,1.0,461.0,3,3,3,2006,160000,2.0,2963.0,42
851,65,10739,CollgCr,7,2002,2001,VinylSd,VinylSd,4,PConc,4,3,1431.0,5,1,1444,4,6,Typ,0,,2,2.0,577.0,3,3,4,2009,203000,3.0,3452.0,7
1833,69,9572,NoRidge,8,1990,1990,Wd Sdng,Wd Sdng,4,PConc,5,3,1453.0,5,1,2810,4,9,Typ,1,,2,2.0,750.0,4,3,6,2007,302000,2.5,5013.0,17
76,50,8012,SawyerW,6,1980,1980,Plywood,Plywood,3,CBlock,4,3,923.0,3,1,923,3,5,Typ,1,,2,1.0,264.0,3,3,5,2010,143000,2.0,2110.0,30
2151,66,16226,CollgCr,8,1998,1999,VinylSd,VinylSd,4,PConc,4,3,1028.0,5,1,2452,4,9,Typ,1,,3,2.0,683.0,3,3,5,2007,267000,2.5,4163.0,9
1880,69,10899,NAmes,4,1964,1964,HdBoard,HdBoard,3,Slab,0,0,0.0,3,0,1224,3,8,Typ,0,,1,3.0,530.0,3,3,4,2007,103000,2.0,1754.0,43
2907,32,4500,Mitchel,6,1998,1998,VinylSd,VinylSd,3,PConc,5,4,1237.0,5,1,1337,3,5,Typ,0,,3,2.0,405.0,3,3,3,2006,153500,3.0,2979.0,8
1831,69,16647,Sawyer,5,1975,1981,HdBoard,HdBoard,3,CBlock,4,3,1390.0,3,1,1701,3,6,Min2,2,,3,2.0,611.0,3,3,1,2007,171000,3.0,3702.0,32
2836,62,8707,Edwards,4,1924,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,1093.0,3,0,1669,3,9,Min2,0,,1,1.0,288.0,2,3,5,2006,107000,1.5,3050.0,82
1955,66,8300,NAmes,6,1968,1968,Wd Sdng,Wd Sdng,3,CBlock,3,3,952.0,4,1,952,3,5,Typ,0,,1,1.0,288.0,3,3,8,2007,128500,2.0,2192.0,39
1926,72,9770,NAmes,5,1957,1957,Wd Sdng,Wd Sdng,3,CBlock,3,3,922.0,3,1,922,3,5,Typ,0,,1,1.0,308.0,3,3,4,2007,116000,2.0,2152.0,50
2924,80,17400,Mitchel,5,1977,1977,BrkFace,BrkFace,3,CBlock,3,3,1126.0,2,1,1126,3,5,Typ,1,,2,2.0,484.0,3,2,5,2006,160000,3.0,2736.0,29
1003,39,5070,StoneBr,8,1992,1992,HdBoard,HdBoard,4,PConc,4,3,1280.0,5,1,1280,4,5,Typ,0,,2,2.0,506.0,3,3,8,2008,180000,2.0,3066.0,16
1667,66,7920,NAmes,5,1970,2002,HdBoard,HdBoard,3,CBlock,3,3,914.0,5,1,914,5,5,Typ,0,,2,1.0,368.0,3,3,10,2007,133000,1.0,2196.0,37
2905,78,7020,Mitchel,7,1997,1997,MetalSd,MetalSd,3,PConc,4,3,1288.0,4,1,1368,3,8,Typ,0,,3,4.0,784.0,3,3,11,2006,215000,4.0,3440.0,9
921,69,7500,Crawfor,6,1942,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,771.0,2,1,1494,4,7,Typ,2,,1,1.0,213.0,3,2,11,2009,177500,1.0,2478.0,67
1780,76,10612,Somerst,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1524.0,4,1,1534,4,7,Typ,1,,3,2.0,484.0,3,3,1,2007,215000,2.0,3542.0,1
746,51,6120,BrkSide,5,1938,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,2,952.0,3,1,1582,3,6,Typ,1,,1,1.0,250.0,2,3,2,2009,150000,2.0,2784.0,71
254,90,12376,SawyerW,7,1990,1990,Plywood,Plywood,3,PConc,4,3,1673.0,4,1,3222,4,11,Typ,2,,1,3.0,594.0,3,3,5,2010,320000,4.0,5489.0,20
606,100,10004,NAmes,6,1964,1964,HdBoard,Plywood,3,CBlock,3,3,1516.0,3,1,1516,3,6,Typ,0,,2,2.0,472.0,3,3,2,2009,167000,1.5,3504.0,45
2703,55,8250,Edwards,5,1935,1950,Wd Sdng,Wd Sdng,3,Slab,0,0,0.0,3,0,1032,3,6,Typ,1,,1,1.0,260.0,3,3,6,2006,125000,1.0,1292.0,71
1306,103,12205,OldTown,3,1949,1992,MetalSd,MetalSd,3,BrkTil,2,2,448.0,4,1,1588,3,6,Maj2,0,,0,0.0,0.0,0,1,12,2008,65000,2.0,2036.0,59
2102,103,11175,CollgCr,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1316.0,5,1,1316,4,6,Typ,1,,3,2.0,440.0,3,3,10,2007,200141,2.0,3072.0,0
1784,85,9965,Somerst,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1528.0,5,1,1528,4,6,Typ,1,,1,2.0,480.0,3,3,9,2007,235876,4.0,3536.0,0
941,50,8660,IDOTRR,5,1900,1993,AsbShng,AsbShng,3,BrkTil,3,3,760.0,5,0,2168,4,11,Typ,0,,1,2.0,576.0,3,3,12,2009,123000,2.0,3504.0,109
2699,82,12375,Sawyer,5,1951,1951,HdBoard,HdBoard,3,CBlock,3,3,806.0,3,1,1422,3,7,Typ,1,,1,1.0,288.0,3,3,6,2006,137500,2.0,2516.0,55
2127,60,8070,CollgCr,4,1994,1995,VinylSd,VinylSd,3,PConc,4,3,990.0,5,1,990,3,5,Typ,0,,0,0.0,0.0,0,3,8,2007,123600,2.0,1980.0,13
2607,84,8658,NAmes,6,1965,1965,Wd Sdng,Wd Sdng,3,CBlock,3,3,1088.0,5,1,1324,3,6,Typ,1,,2,2.0,440.0,3,3,12,2006,160000,2.0,2852.0,41
1754,69,8063,Gilbert,6,2000,2000,VinylSd,VinylSd,3,PConc,4,3,924.0,5,1,1690,3,7,Typ,1,,2,2.0,463.0,3,3,11,2007,181000,2.5,3077.0,7
1367,49,8235,OldTown,5,1955,1995,MetalSd,MetalSd,3,CBlock,3,3,825.0,3,1,825,3,4,Typ,0,,2,2.0,720.0,3,3,6,2008,125000,2.0,2370.0,53
580,78,11700,NWAmes,6,1968,1968,MetalSd,MetalSd,3,CBlock,3,3,727.0,5,1,1556,3,8,Typ,0,,1,2.0,441.0,3,3,5,2009,154000,1.5,2724.0,41
341,74,12961,Mitchel,6,1993,1994,VinylSd,VinylSd,4,PConc,4,3,1152.0,5,1,1797,4,7,Typ,1,,3,2.0,616.0,3,3,3,2010,231000,3.5,3565.0,17
26,65,8450,NAmes,5,1968,1968,VinylSd,VinylSd,3,CBlock,3,3,1056.0,5,1,1056,3,6,Typ,1,,1,1.0,304.0,3,3,7,2010,142000,2.0,2416.0,42
2667,90,22950,OldTown,10,1892,1993,Wd Sdng,Wd Sdng,4,BrkTil,3,3,1107.0,5,1,3608,5,12,Typ,2,,1,3.0,840.0,5,3,6,2006,475000,2.5,5555.0,114
2884,41,5748,Crawfor,8,2005,2006,CemntBd,CmentBd,4,PConc,5,3,1573.0,5,1,1778,5,5,Typ,1,,3,2.0,495.0,3,3,2,2006,375000,4.0,3846.0,1
28,70,10500,NAmes,4,1971,1971,HdBoard,HdBoard,3,CBlock,3,3,864.0,3,1,864,3,5,Typ,1,,0,0.0,0.0,0,3,4,2010,115000,1.0,1728.0,39
531,62,7500,Somerst,7,2004,2005,VinylSd,VinylSd,4,PConc,4,3,1221.0,5,1,1221,4,6,Typ,0,,2,2.0,400.0,3,3,10,2009,185000,3.0,2842.0,5
2189,62,10042,Edwards,6,1920,1995,Wd Sdng,Wd Sdng,3,BrkTil,3,3,660.0,3,1,865,3,4,Typ,1,,1,1.0,216.0,3,3,8,2007,108500,2.0,1741.0,87
2508,24,2544,Somerst,7,2005,2005,MetalSd,MetalSd,4,PConc,4,3,600.0,5,1,1223,4,4,Typ,0,,2,2.0,480.0,3,3,7,2006,147400,2.5,2303.0,1
573,35,3768,Somerst,7,1999,1999,MetalSd,MetalSd,4,PConc,4,3,691.0,5,1,1452,4,6,Typ,0,,1,2.0,506.0,3,3,9,2009,156000,3.5,2649.0,10
1363,69,10320,IDOTRR,5,1915,1978,HdBoard,HdBoard,3,BrkTil,3,2,880.0,4,1,1308,3,6,Typ,0,,1,2.0,400.0,2,3,4,2008,120000,2.0,2588.0,93
487,61,9734,Gilbert,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,384.0,5,1,1374,4,7,Typ,0,,3,2.0,400.0,3,3,5,2009,167000,2.5,2158.0,5
1083,43,3182,Blmngtn,7,2005,2006,VinylSd,VinylSd,4,PConc,4,4,1346.0,5,1,1504,4,7,Typ,1,,3,2.0,437.0,3,3,5,2008,191000,2.0,3287.0,3
1620,56,8872,Gilbert,6,1997,1997,VinylSd,VinylSd,3,PConc,4,3,384.0,4,1,1384,3,7,Typ,1,,3,2.0,390.0,3,3,3,2007,161500,2.5,2158.0,10
1929,70,12198,NAmes,5,1955,1975,VinylSd,VinylSd,3,CBlock,3,3,1204.0,3,1,1411,3,7,Typ,1,,2,1.0,310.0,3,3,6,2007,130000,1.0,2925.0,52
1820,80,8480,Sawyer,5,1963,1963,HdBoard,HdBoard,3,CBlock,3,3,970.0,3,1,970,3,5,Typ,0,,1,2.0,624.0,3,3,7,2007,132500,2.0,2564.0,44
1398,69,10200,Sawyer,5,1970,1970,HdBoard,HdBoard,3,PConc,4,3,864.0,5,1,904,4,5,Typ,0,,1,3.0,912.0,3,3,6,2008,144000,1.0,2680.0,38
2177,69,9555,Edwards,5,1979,1979,Plywood,Plywood,3,Slab,0,0,0.0,3,1,2233,3,11,Typ,0,,3,2.0,579.0,3,3,2,2007,141000,2.5,2812.0,28
2144,60,7200,CollgCr,4,1972,2006,Plywood,Plywood,3,CBlock,3,3,385.0,4,1,875,4,5,Typ,0,,1,2.0,728.0,3,3,10,2007,117000,1.0,1988.0,35
2697,60,6780,IDOTRR,6,1935,1982,Wd Sdng,Wd Sdng,3,CBlock,3,3,520.0,4,0,754,3,5,Typ,0,,0,0.0,0.0,0,1,6,2006,84500,2.0,1274.0,71
1403,69,53227,ClearCr,4,1954,1994,Plywood,Plywood,3,CBlock,4,3,1364.0,5,1,1663,4,6,Min1,2,,3,2.0,529.0,3,3,3,2008,256000,2.0,3556.0,54
596,70,9100,NAmes,5,1965,1965,VinylSd,VinylSd,3,CBlock,3,3,925.0,5,1,925,3,5,Typ,0,,1,1.0,429.0,3,3,7,2009,117500,1.0,2279.0,44
922,130,9600,Crawfor,5,1940,1950,MetalSd,MetalSd,4,BrkTil,3,2,728.0,5,1,1308,3,7,Min2,2,,1,1.0,256.0,3,3,6,2009,160000,2.5,2292.0,69
2065,81,14175,Sawyer,5,1956,1998,BrkFace,BrkFace,3,CBlock,3,3,1240.0,4,1,1375,3,6,Typ,1,,1,1.0,323.0,3,3,12,2007,187000,2.0,2938.0,51
1710,110,14277,NridgHt,8,2003,2003,VinylSd,VinylSd,4,PConc,5,3,1317.0,5,1,2385,4,7,Typ,1,,3,3.0,818.0,3,3,1,2007,350000,3.5,4520.0,4
1034,60,9000,NAmes,5,1974,1974,VinylSd,VinylSd,3,CBlock,4,3,896.0,3,1,1792,3,8,Typ,0,,1,2.0,480.0,3,3,6,2008,133000,3.0,3168.0,34
1057,105,13693,NridgHt,8,2007,2007,VinylSd,VinylSd,4,PConc,5,3,2418.0,5,1,2464,5,9,Typ,1,,3,3.0,650.0,3,3,8,2008,417500,3.5,5532.0,1
470,51,3635,Blmngtn,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1386.0,5,1,1569,4,7,Typ,1,,2,3.0,660.0,3,3,5,2009,175900,2.0,3615.0,2
819,84,10933,CollgCr,9,2009,2009,VinylSd,VinylSd,5,PConc,5,3,1555.0,5,1,1680,5,8,Typ,1,,3,3.0,1138.0,3,3,7,2009,323262,2.5,4373.0,0
2160,65,8450,CollgCr,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,1337.0,5,1,1337,4,6,Typ,0,,2,2.0,531.0,3,3,10,2007,185000,3.0,3205.0,4
2552,60,8550,NAmes,6,1934,1950,MetalSd,MetalSd,3,CBlock,3,3,816.0,5,1,816,3,4,Typ,1,,1,1.0,240.0,3,3,7,2006,129800,2.0,1872.0,72
41,95,12182,NridgHt,7,2005,2005,VinylSd,VinylSd,4,PConc,4,3,1541.0,5,1,1541,4,7,Typ,1,,2,2.0,532.0,3,3,5,2010,220000,2.0,3614.0,5
742,51,6120,BrkSide,4,1935,1995,AsbShng,AsbShng,3,BrkTil,3,3,884.0,5,1,1573,4,6,Typ,0,,1,1.0,240.0,3,3,7,2009,133000,1.0,2697.0,74
686,60,10800,NAmes,4,1949,1996,MetalSd,MetalSd,3,CBlock,3,3,832.0,3,1,1461,3,6,Typ,0,,1,1.0,384.0,3,3,8,2009,133500,2.0,2677.0,60
314,69,12760,Mitchel,6,1976,1976,Plywood,Plywood,3,CBlock,3,3,1958.0,3,1,2048,3,9,Typ,0,,1,2.0,776.0,3,3,3,2010,170000,3.0,4782.0,34
1630,69,7655,Gilbert,6,1993,1994,HdBoard,HdBoard,3,PConc,4,3,903.0,4,1,1642,3,7,Typ,1,,2,2.0,392.0,3,3,7,2007,168000,2.5,2937.0,14
191,60,10560,OldTown,6,1922,1994,Wd Sdng,Wd Sdng,3,CBlock,2,3,738.0,5,1,1470,3,6,Min1,0,,1,2.0,624.0,3,3,6,2010,140750,1.5,2832.0,88
1626,60,7500,Gilbert,6,1999,2003,VinylSd,VinylSd,3,PConc,4,3,938.0,5,1,2299,3,7,Typ,1,,3,2.0,482.0,3,3,8,2007,204000,3.5,3719.0,8
59,69,9505,Gilbert,7,2001,2001,VinylSd,VinylSd,4,PConc,4,3,884.0,5,1,2035,4,8,Typ,1,,3,2.0,434.0,3,3,5,2010,222500,2.5,3353.0,9
2632,69,10205,NAmes,5,1962,1962,MetalSd,MetalSd,3,CBlock,3,3,925.0,3,1,999,3,6,Typ,0,,1,1.0,300.0,3,3,5,2006,134500,2.0,2224.0,44
1835,45,4379,Somerst,8,2004,2004,MetalSd,MetalSd,4,PConc,4,3,1378.0,5,1,1378,4,6,Typ,1,,3,2.0,540.0,3,3,7,2007,214000,3.0,3296.0,3
2675,65,7800,OldTown,5,1939,1950,MetalSd,MetalSd,3,CBlock,4,3,793.0,3,1,1118,3,5,Typ,1,,1,2.0,410.0,3,3,5,2006,119900,2.0,2321.0,67
1503,92,12108,Edwards,4,1955,1955,VinylSd,VinylSd,3,CBlock,3,3,1440.0,3,0,1440,2,8,Typ,0,,0,0.0,0.0,0,3,9,2008,118000,2.0,2880.0,53
1963,70,7000,NAmes,5,1960,2002,Wd Sdng,Wd Sdng,3,CBlock,3,3,1010.0,5,1,1134,3,6,Typ,0,,2,1.0,254.0,3,3,4,2007,135000,1.0,2398.0,47
1352,64,13053,BrkSide,6,1923,2000,Wd Sdng,Wd Sdng,3,BrkTil,3,3,833.0,4,1,1848,4,8,Typ,1,,1,2.0,370.0,3,1,6,2008,207000,1.5,3051.0,85
1519,60,8400,SWISU,6,1925,1950,MetalSd,MetalSd,3,PConc,3,3,1181.0,2,1,1694,3,7,Typ,1,,1,2.0,576.0,3,3,6,2008,136500,2.0,3451.0,83
1305,50,6000,OldTown,4,1954,2000,MetalSd,MetalSd,3,CBlock,3,3,901.0,5,1,901,3,4,Typ,0,,1,1.0,281.0,2,3,8,2008,107900,1.0,2083.0,54
2014,69,6240,BrkSide,6,1938,1950,VinylSd,VinylSd,3,BrkTil,3,3,861.0,4,1,1409,3,6,Typ,1,,1,2.0,528.0,3,3,3,2007,126000,2.5,2798.0,69
1,141,31770,NAmes,6,1960,1960,BrkFace,Plywood,3,CBlock,3,4,1080.0,2,1,1656,3,7,Typ,2,,3,2.0,528.0,3,2,5,2010,215000,2.0,3264.0,50
1052,96,12474,NridgHt,10,2007,2008,VinylSd,VinylSd,5,PConc,5,3,1682.0,5,1,2332,5,9,Typ,1,,3,3.0,846.0,3,3,8,2008,426000,3.5,4860.0,1
622,80,9600,NAmes,5,1950,2007,MetalSd,MetalSd,4,CBlock,3,3,1113.0,4,1,1113,4,5,Typ,1,,1,1.0,264.0,3,3,7,2009,147000,1.0,2490.0,59
913,64,8574,Crawfor,6,1916,2000,Stucco,Stucco,4,BrkTil,3,3,816.0,5,1,1232,4,6,Typ,1,,1,2.0,440.0,3,3,10,2009,147500,1.0,2488.0,93
1058,104,14418,NridgHt,9,2007,2007,VinylSd,VinylSd,5,PConc,5,3,1950.0,5,1,1950,5,7,Typ,1,,3,3.0,706.0,3,3,5,2008,383000,3.0,4606.0,1
2348,80,10400,NWAmes,7,1988,1988,Wd Sdng,Wd Sdng,3,CBlock,4,3,1845.0,4,1,1872,3,6,Typ,1,,3,2.0,604.0,3,3,6,2006,241500,2.0,4321.0,18
1527,63,15564,Crawfor,6,1914,1995,Wd Sdng,Wd Shng,3,BrkTil,4,3,676.0,5,1,1264,3,6,Typ,0,,1,2.0,400.0,3,3,1,2008,147500,1.0,2340.0,94
1011,101,13543,StoneBr,8,2005,2005,VinylSd,VinylSd,4,PConc,5,3,1168.0,5,1,2500,5,9,Typ,1,,3,3.0,683.0,3,3,7,2008,355000,3.5,4351.0,3
1332,50,6130,BrkSide,5,1924,1950,MetalSd,MetalSd,3,BrkTil,3,3,784.0,4,1,784,4,5,Typ,0,,0,0.0,0.0,0,3,5,2008,109500,2.0,1568.0,84
709,50,5925,OldTown,2,1940,1950,MetalSd,MetalSd,3,BrkTil,0,0,0.0,2,0,612,3,4,Typ,0,,1,1.0,308.0,3,1,10,2009,45000,1.0,920.0,69
209,69,24090,ClearCr,7,1940,1950,MetalSd,MetalSd,3,CBlock,3,3,1032.0,5,1,2403,3,10,Typ,2,,1,1.0,349.0,3,3,6,2010,244400,2.0,3784.0,70
619,80,9600,NAmes,6,1953,1953,HdBoard,HdBoard,3,CBlock,3,3,1416.0,3,1,1644,3,7,Typ,2,,3,2.0,418.0,3,3,10,2009,167000,2.0,3478.0,56
2150,65,8158,CollgCr,7,2002,2002,VinylSd,VinylSd,4,PConc,4,3,860.0,5,1,1729,4,7,Typ,0,,3,2.0,542.0,3,3,8,2007,200000,2.5,3131.0,5
2704,50,5220,SWISU,5,1936,1950,Wd Sdng,Wd Shng,3,BrkTil,3,3,830.0,4,1,879,3,4,Typ,0,,1,1.0,180.0,3,2,1,2006,80000,1.0,1889.0,70
2839,60,8172,Edwards,5,1955,1990,WdShing,Plywood,3,CBlock,3,3,864.0,3,1,864,3,5,Typ,0,,1,2.0,572.0,3,1,4,2006,115000,2.0,2300.0,51
1242,72,9000,NAmes,6,1956,1956,Wd Sdng,Wd Sdng,3,CBlock,4,3,1196.0,4,1,1196,3,6,Typ,1,,2,1.0,297.0,3,3,5,2008,139000,2.0,2689.0,52
2714,74,7844,Sawyer,6,1978,1978,HdBoard,HdBoard,3,CBlock,3,3,672.0,3,1,1400,3,6,Typ,1,,3,2.0,440.0,3,3,3,2006,149500,1.5,2512.0,28
799,60,9084,Edwards,4,1940,1950,MetalSd,MetalSd,3,CBlock,3,3,755.0,3,1,1510,3,7,Typ,1,,1,1.0,296.0,2,2,10,2009,108000,2.0,2561.0,69
1260,60,10800,OldTown,4,1900,2000,MetalSd,MetalSd,3,BrkTil,0,0,0.0,3,0,1294,3,7,Typ,0,,0,0.0,0.0,0,1,8,2008,106250,2.0,1294.0,108
2107,74,8556,CollgCr,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1240.0,5,1,1240,4,5,Typ,0,,2,3.0,826.0,3,3,5,2007,194000,2.0,3306.0,1
2486,70,9100,Sawyer,5,1962,1962,Wd Sdng,Wd Sdng,3,CBlock,3,3,988.0,5,1,988,3,6,Typ,0,,1,2.0,624.0,3,3,7,2006,129500,2.0,2600.0,44
1911,63,8668,NAmes,5,1968,1968,MetalSd,MetalSd,3,CBlock,3,3,1560.0,3,1,1560,3,8,Typ,0,,1,3.0,792.0,3,3,5,2007,126000,2.0,3912.0,39
896,70,11767,Edwards,5,1950,1950,MetalSd,MetalSd,3,CBlock,2,3,1078.0,3,1,1368,3,6,Min1,0,,2,1.0,195.0,3,3,6,2009,120000,2.0,2641.0,59
272,70,8400,CollgCr,7,2004,2005,VinylSd,VinylSd,4,PConc,4,3,1473.0,5,1,1484,4,7,Typ,0,,2,2.0,606.0,3,3,5,2010,213000,3.0,3563.0,6
2521,40,3874,Greens,8,1980,1980,Wd Sdng,Wd Sdng,4,CBlock,4,3,1226.0,3,1,1226,4,4,Typ,1,,3,2.0,484.0,3,3,7,2006,190000,2.0,2936.0,26
2324,69,8076,Gilbert,6,1993,1994,HdBoard,HdBoard,3,PConc,4,3,1160.0,4,1,1169,3,6,Typ,1,,3,2.0,402.0,3,3,7,2006,183500,2.0,2731.0,13
1953,93,10090,NAmes,7,1963,1999,Plywood,Plywood,3,CBlock,3,3,725.0,3,1,1651,3,6,Typ,2,,1,1.0,276.0,3,3,10,2007,172000,2.0,2652.0,44
887,67,8877,Edwards,4,1938,1958,MetalSd,MetalSd,3,CBlock,3,3,816.0,5,1,816,3,3,Typ,1,,1,1.0,288.0,2,3,5,2009,100000,2.0,1920.0,71
1479,85,11058,CollgCr,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1564.0,5,1,1564,4,6,Typ,0,,2,3.0,814.0,3,3,2,2008,218836,2.0,3942.0,1
1317,60,10800,OldTown,6,1905,2000,Wd Sdng,Wd Sdng,3,BrkTil,2,3,482.0,5,0,1912,3,7,Typ,1,,1,2.0,672.0,4,3,4,2008,163000,2.0,3066.0,103
1750,59,10936,Gilbert,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1510.0,5,1,1525,4,6,Typ,1,,2,2.0,534.0,3,3,4,2007,206580,2.5,3569.0,1
2815,65,8461,CollgCr,6,2005,2006,VinylSd,VinylSd,4,PConc,4,3,728.0,5,1,1456,4,8,Typ,1,,3,2.0,390.0,3,3,7,2006,163990,2.5,2574.0,1
2692,60,7518,IDOTRR,5,1910,2004,AsbShng,Plywood,2,BrkTil,2,2,396.0,4,1,1330,3,7,Typ,0,,1,1.0,390.0,3,1,7,2006,116500,1.0,2116.0,96
1090,69,8010,Gilbert,7,2002,2003,VinylSd,VinylSd,4,PConc,4,3,840.0,5,1,1720,4,7,Typ,1,,3,2.0,400.0,3,3,7,2008,188000,2.5,2960.0,6
1912,69,10050,NAmes,5,1966,1966,HdBoard,HdBoard,3,CBlock,3,3,793.0,5,1,1280,3,6,Typ,1,,3,2.0,432.0,3,3,6,2007,175000,2.0,2505.0,41
1634,38,4740,StoneBr,8,1988,1988,CemntBd,CmentBd,4,CBlock,4,3,1166.0,4,1,1179,3,5,Typ,0,,2,2.0,480.0,3,3,10,2007,182000,3.0,2825.0,19
1974,60,6978,OldTown,5,1926,1980,MetalSd,MetalSd,4,BrkTil,3,3,850.0,3,1,960,3,5,Typ,0,,2,2.0,576.0,3,3,4,2007,103000,1.0,2386.0,81
1764,69,11400,NoRidge,10,2001,2002,VinylSd,VinylSd,5,PConc,5,3,2633.0,5,1,2633,5,8,Typ,2,,2,3.0,804.0,3,3,3,2007,466500,3.5,6070.0,6
634,66,9240,NAmes,6,1959,1998,MetalSd,MetalSd,4,CBlock,3,3,988.0,3,1,988,4,6,Typ,0,,1,1.0,297.0,3,3,6,2009,149500,3.0,2273.0,50
1683,24,2304,NPkVill,7,1978,1978,Plywood,Brk Cmn,3,CBlock,4,3,1061.0,3,1,1055,3,4,Typ,0,,1,1.0,319.0,3,3,4,2007,142500,2.0,2435.0,29
2199,54,7223,Crawfor,5,1926,1950,Stucco,Plywood,3,PConc,3,3,1290.0,3,1,1422,3,6,Typ,0,,1,1.0,352.0,3,3,4,2007,136500,1.0,3064.0,81
2789,69,3612,Landmrk,6,1993,1994,VinylSd,VinylSd,3,PConc,4,3,630.0,5,1,1320,3,5,Typ,0,,1,2.0,484.0,3,3,6,2006,137000,2.5,2434.0,13
1018,63,12680,NWAmes,7,1988,1988,Plywood,Wd Sdng,4,CBlock,4,4,1675.0,5,1,1688,5,6,Typ,1,,2,2.0,528.0,3,3,6,2008,226500,3.0,3891.0,20
14,85,10176,Gilbert,7,1990,1990,HdBoard,HdBoard,3,PConc,4,3,1300.0,4,1,1341,4,5,Typ,1,,1,2.0,506.0,3,3,2,2010,171500,2.5,3147.0,20
2782,55,10780,CollgCr,5,1976,1976,MetalSd,MetalSd,3,CBlock,3,3,911.0,4,1,954,3,6,Typ,0,,1,2.0,576.0,3,3,7,2006,132500,1.0,2441.0,30
2626,69,8544,NAmes,3,1949,1950,Stucco,Stucco,3,Slab,0,0,0.0,2,0,1040,3,6,Typ,0,,1,2.0,400.0,3,3,5,2006,87500,2.0,1440.0,57
1175,79,10646,Somerst,7,2001,2001,VinylSd,VinylSd,3,PConc,3,3,858.0,5,1,1789,3,7,Typ,1,,3,2.0,546.0,3,3,6,2008,223000,3.5,3193.0,7
1232,80,8400,NAmes,6,1962,2005,Wd Sdng,Wd Sdng,4,CBlock,3,3,1319.0,3,1,1537,4,7,Typ,1,,2,2.0,462.0,3,3,7,2008,174000,2.5,3318.0,46
2590,85,15428,NAmes,5,1951,1991,MetalSd,MetalSd,3,CBlock,3,3,884.0,5,1,884,3,4,Typ,0,,3,1.0,270.0,3,3,6,2006,142000,2.0,2038.0,55
2463,81,11216,Somerst,8,2006,2006,VinylSd,VinylSd,4,PConc,4,4,1489.0,5,1,1489,4,7,Typ,1,,2,2.0,776.0,3,3,6,2006,232600,2.0,3754.0,0
2358,78,10140,NWAmes,6,1974,1999,HdBoard,HdBoard,3,CBlock,3,3,1040.0,2,1,1309,4,5,Typ,1,,2,2.0,484.0,3,3,1,2006,181000,2.5,2833.0,32
2911,42,3964,MeadowV,6,1973,1973,CemntBd,CmentBd,3,CBlock,4,3,942.0,4,1,2521,3,10,Maj1,1,,3,2.0,576.0,3,3,6,2006,151400,3.5,4039.0,33
1699,98,11428,NridgHt,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1626.0,5,1,1634,4,7,Typ,1,,2,3.0,866.0,3,3,5,2007,250000,2.0,4126.0,1
115,80,10421,NWAmes,7,1988,1988,HdBoard,HdBoard,3,CBlock,4,3,980.0,3,1,1714,3,7,Typ,1,,1,2.0,496.0,3,3,3,2010,196500,2.5,3190.0,22
